Time,True,Pred_Mu,Pred_Alpha,Error,Week,Hour
2025-06-28 13:20:00,49,63,62.15555,-14,5.0,13.0
2025-06-28 13:40:00,40,54,53.98024,-14,5.0,13.0
2025-06-28 14:00:00,38,32,31.471447,6,5.0,14.0
2025-06-28 14:20:00,59,42,41.675266,17,5.0,14.0
2025-06-28 14:40:00,57,56,55.471138,1,5.0,14.0
2025-06-28 15:00:00,40,41,40.319435,-1,5.0,15.0
2025-06-28 15:20:00,48,44,43.998672,4,5.0,15.0
2025-06-28 15:40:00,48,50,49.804237,-2,5.0,15.0
2025-06-28 16:00:00,53,45,44.677948,8,5.0,16.0
2025-06-28 16:20:00,53,55,54.030563,-2,5.0,16.0
2025-06-28 16:40:00,44,46,45.82246,-2,5.0,16.0
2025-06-28 17:00:00,36,42,41.74668,-6,5.0,17.0
2025-06-28 17:20:00,63,43,42.571934,20,5.0,17.0
2025-06-28 17:40:00,65,60,59.866554,5,5.0,17.0
2025-06-28 18:00:00,40,44,43.37899,-4,5.0,18.0
2025-06-28 18:20:00,21,25,25.18853,-4,5.0,18.0
2025-06-28 18:40:00,24,20,20.570019,4,5.0,18.0
2025-06-28 19:00:00,34,23,22.9805,11,5.0,19.0
2025-06-28 19:20:00,43,29,28.732513,14,5.0,19.0
2025-06-28 19:40:00,45,33,32.956924,12,5.0,19.0
2025-06-28 20:00:00,36,27,26.73065,9,5.0,20.0
2025-06-28 20:20:00,26,26,25.646952,0,5.0,20.0
2025-06-28 20:40:00,22,24,23.697227,-2,5.0,20.0
2025-06-28 21:00:00,20,25,25.101051,-5,5.0,21.0
2025-06-28 21:20:00,18,23,23.069687,-5,5.0,21.0
2025-06-28 21:40:00,13,29,29.339645,-16,5.0,21.0
2025-06-28 22:00:00,138,54,52.64765,84,5.0,22.0
2025-06-28 22:20:00,144,128,127.068825,16,5.0,22.0
2025-06-28 22:40:00,152,123,121.26893,29,5.0,22.0
2025-06-28 23:00:00,148,143,141.4791,5,5.0,23.0
2025-06-28 23:20:00,97,110,108.64686,-13,5.0,23.0
2025-06-28 23:40:00,91,73,72.4616,18,5.0,23.0
2025-06-29 00:00:00,90,97,96.71678,-7,6.0,0.0
2025-06-29 00:20:00,76,86,85.472496,-10,6.0,0.0
2025-06-29 00:40:00,76,80,79.0332,-4,6.0,0.0
2025-06-29 01:00:00,56,65,64.374306,-9,6.0,1.0
2025-06-29 01:20:00,52,56,55.600227,-4,6.0,1.0
2025-06-29 01:40:00,68,49,48.932266,19,6.0,1.0
2025-06-29 02:00:00,60,66,65.76791,-6,6.0,2.0
2025-06-29 02:20:00,34,40,39.68972,-6,6.0,2.0
2025-06-29 02:40:00,30,33,33.08474,-3,6.0,2.0
2025-06-29 03:00:00,42,24,24.13691,18,6.0,3.0
2025-06-29 03:20:00,43,39,38.755714,4,6.0,3.0
2025-06-29 03:40:00,47,36,35.577255,11,6.0,3.0
2025-06-29 04:00:00,38,40,39.821053,-2,6.0,4.0
2025-06-29 04:20:00,44,28,28.274273,16,6.0,4.0
2025-06-29 04:40:00,63,42,41.322796,21,6.0,4.0
2025-06-29 05:00:00,69,64,63.594185,5,6.0,5.0
2025-06-29 05:20:00,76,74,73.712456,2,6.0,5.0
2025-06-29 05:40:00,58,67,66.80019,-9,6.0,5.0
2025-06-29 06:00:00,30,36,35.55906,-6,6.0,6.0
2025-06-29 06:20:00,34,25,25.226414,9,6.0,6.0
2025-06-29 06:40:00,26,26,25.483679,0,6.0,6.0
2025-06-29 07:00:00,19,10,10.419024,9,6.0,7.0
2025-06-29 07:20:00,19,17,17.046621,2,6.0,7.0
2025-06-29 07:40:00,14,16,15.961713,-2,6.0,7.0
2025-06-29 08:00:00,7,7,6.593732,0,6.0,8.0
2025-06-29 08:20:00,4,6,6.293402,-2,6.0,8.0
2025-06-29 08:40:00,1,5,5.54136,-4,6.0,8.0
2025-06-29 09:00:00,10,3,3.2516441,7,6.0,9.0
2025-06-29 09:20:00,14,12,11.836007,2,6.0,9.0
2025-06-29 09:40:00,12,13,13.0715885,-1,6.0,9.0
2025-06-29 10:00:00,17,7,7.3262277,10,6.0,10.0
2025-06-29 10:20:00,10,9,9.55687,1,6.0,10.0
2025-06-29 10:40:00,13,9,9.117613,4,6.0,10.0
2025-06-29 11:00:00,21,26,26.154,-5,6.0,11.0
2025-06-29 11:20:00,23,29,28.717693,-6,6.0,11.0
2025-06-29 11:40:00,26,26,26.211536,0,6.0,11.0
2025-06-29 12:00:00,28,39,39.107258,-11,6.0,12.0
2025-06-29 12:20:00,21,29,29.21976,-8,6.0,12.0
2025-06-29 12:40:00,23,19,19.013258,4,6.0,12.0
2025-06-29 13:00:00,23,28,28.142506,-5,6.0,13.0
2025-06-29 13:20:00,36,33,32.429405,3,6.0,13.0
2025-06-29 13:40:00,45,39,38.638206,6,6.0,13.0
2025-06-29 14:00:00,43,38,37.889095,5,6.0,14.0
2025-06-29 14:20:00,23,40,39.73243,-17,6.0,14.0
2025-06-29 14:40:00,16,24,23.73687,-8,6.0,14.0
2025-06-29 15:00:00,20,20,19.473219,0,6.0,15.0
2025-06-29 15:20:00,40,28,28.407904,12,6.0,15.0
2025-06-29 15:40:00,45,42,41.968468,3,6.0,15.0
2025-06-29 16:00:00,43,50,49.157455,-7,6.0,16.0
2025-06-29 16:20:00,49,36,35.613907,13,6.0,16.0
2025-06-29 16:40:00,48,45,44.841927,3,6.0,16.0
2025-06-29 17:00:00,57,44,43.640656,13,6.0,17.0
2025-06-29 17:20:00,54,48,47.846046,6,6.0,17.0
2025-06-29 17:40:00,49,47,46.865128,2,6.0,17.0
2025-06-29 18:00:00,22,37,36.73414,-15,6.0,18.0
2025-06-29 18:20:00,9,13,12.978058,-4,6.0,18.0
2025-06-29 18:40:00,14,8,8.329912,6,6.0,18.0
2025-06-29 19:00:00,12,12,12.497829,0,6.0,19.0
2025-06-29 19:20:00,19,11,11.403288,8,6.0,19.0
2025-06-29 19:40:00,16,17,17.240051,-1,6.0,19.0
2025-06-29 20:00:00,10,8,8.031464,2,6.0,20.0
2025-06-29 20:20:00,16,13,12.852306,3,6.0,20.0
2025-06-29 20:40:00,14,15,15.217953,-1,6.0,20.0
2025-06-29 21:00:00,10,20,19.77111,-10,6.0,21.0
2025-06-29 21:20:00,15,17,17.211876,-2,6.0,21.0
2025-06-29 21:40:00,39,20,19.941605,19,6.0,21.0
2025-06-29 22:00:00,171,77,75.831825,94,6.0,22.0
2025-06-29 22:20:00,180,168,169.6925,12,6.0,22.0
2025-06-29 22:40:00,165,168,179.55025,-3,6.0,22.0
2025-06-29 23:00:00,99,121,118.84418,-22,6.0,23.0
2025-06-29 23:20:00,92,89,88.59063,3,6.0,23.0
2025-06-29 23:40:00,82,96,95.3323,-14,6.0,23.0
2025-06-30 00:00:00,79,98,97.00657,-19,0.0,0.0
2025-06-30 00:20:00,70,83,82.59511,-13,0.0,0.0
2025-06-30 00:40:00,72,73,72.575584,-1,0.0,0.0
2025-06-30 01:00:00,61,65,64.25933,-4,0.0,1.0
2025-06-30 01:20:00,43,48,48.0856,-5,0.0,1.0
2025-06-30 01:40:00,38,31,31.269543,7,0.0,1.0
2025-06-30 02:00:00,37,35,34.369698,2,0.0,2.0
2025-06-30 02:20:00,23,31,31.243963,-8,0.0,2.0
2025-06-30 02:40:00,22,25,24.63335,-3,0.0,2.0
2025-06-30 03:00:00,31,15,15.038196,16,0.0,3.0
2025-06-30 03:20:00,31,28,27.715939,3,0.0,3.0
2025-06-30 03:40:00,30,29,29.194935,1,0.0,3.0
2025-06-30 04:00:00,26,19,18.6991,7,0.0,4.0
2025-06-30 04:20:00,25,22,21.749615,3,0.0,4.0
2025-06-30 04:40:00,26,25,25.2099,1,0.0,4.0
2025-06-30 05:00:00,36,33,32.473076,3,0.0,5.0
2025-06-30 05:20:00,38,41,40.85491,-3,0.0,5.0
2025-06-30 05:40:00,33,35,35.000908,-2,0.0,5.0
2025-06-30 06:00:00,24,23,22.8868,1,0.0,6.0
2025-06-30 06:20:00,4,11,10.814057,-7,0.0,6.0
2025-06-30 06:40:00,2,5,5.1835465,-3,0.0,6.0
2025-06-30 07:00:00,7,5,5.2139325,2,0.0,7.0
2025-06-30 07:20:00,17,8,8.29755,9,0.0,7.0
2025-06-30 07:40:00,15,17,16.718342,-2,0.0,7.0
2025-06-30 08:00:00,4,7,7.058679,-3,0.0,8.0
2025-06-30 08:20:00,8,3,3.236426,5,0.0,8.0
2025-06-30 08:40:00,12,10,9.879109,2,0.0,8.0
2025-06-30 09:00:00,15,10,9.724787,5,0.0,9.0
2025-06-30 09:20:00,9,13,13.400477,-4,0.0,9.0
2025-06-30 09:40:00,5,10,9.933152,-5,0.0,9.0
2025-06-30 10:00:00,11,4,3.885897,7,0.0,10.0
2025-06-30 10:20:00,10,10,10.381218,0,0.0,10.0
2025-06-30 10:40:00,10,11,10.976897,-1,0.0,10.0
2025-06-30 11:00:00,26,18,18.245136,8,0.0,11.0
2025-06-30 11:20:00,33,38,38.03338,-5,0.0,11.0
2025-06-30 11:40:00,56,52,51.95754,4,0.0,11.0
2025-06-30 12:00:00,73,76,75.236275,-3,0.0,12.0
2025-06-30 12:20:00,65,85,83.985405,-20,0.0,12.0
2025-06-30 12:40:00,58,56,55.475143,2,0.0,12.0
2025-06-30 13:00:00,57,60,59.133812,-3,0.0,13.0
2025-06-30 13:20:00,43,52,51.24164,-9,0.0,13.0
2025-06-30 13:40:00,53,48,48.100204,5,0.0,13.0
2025-06-30 14:00:00,47,52,51.814484,-5,0.0,14.0
2025-06-30 14:20:00,51,39,38.796097,12,0.0,14.0
2025-06-30 14:40:00,48,52,51.41929,-4,0.0,14.0
2025-06-30 15:00:00,37,49,48.469395,-12,0.0,15.0
2025-06-30 15:20:00,46,40,39.36676,6,0.0,15.0
2025-06-30 15:40:00,41,45,44.26674,-4,0.0,15.0
2025-06-30 16:00:00,66,56,55.246952,10,0.0,16.0
2025-06-30 16:20:00,46,62,61.56095,-16,0.0,16.0
2025-06-30 16:40:00,50,48,47.947487,2,0.0,16.0
2025-06-30 17:00:00,59,52,51.35243,7,0.0,17.0
2025-06-30 17:20:00,53,59,58.29004,-6,0.0,17.0
2025-06-30 17:40:00,40,41,40.38296,-1,0.0,17.0
2025-06-30 18:00:00,38,38,37.72238,0,0.0,18.0
2025-06-30 18:20:00,45,37,36.930008,8,0.0,18.0
2025-06-30 18:40:00,49,40,39.351967,9,0.0,18.0
2025-06-30 19:00:00,27,31,30.759327,-4,0.0,19.0
2025-06-30 19:20:00,20,22,21.903984,-2,0.0,19.0
2025-06-30 19:40:00,21,18,17.592518,3,0.0,19.0
2025-06-30 20:00:00,21,25,24.443253,-4,0.0,20.0
2025-06-30 20:20:00,22,18,18.307375,4,0.0,20.0
2025-06-30 20:40:00,21,25,24.627794,-4,0.0,20.0
2025-06-30 21:00:00,29,25,24.912313,4,0.0,21.0
2025-06-30 21:20:00,41,32,31.6917,9,0.0,21.0
2025-06-30 21:40:00,39,41,40.71441,-2,0.0,21.0
2025-06-30 22:00:00,103,71,69.54313,32,0.0,22.0
2025-06-30 22:20:00,140,114,112.80584,26,0.0,22.0
2025-06-30 22:40:00,138,145,143.36237,-7,0.0,22.0
2025-06-30 23:00:00,106,109,107.270706,-3,0.0,23.0
